Tweet,Subjectivity,Label,Sentiment Polarity
@A1Futbol @omid9 This I would say is equal to the great Gordon Banks save in the 1970 World Cup in Mexico against the great Pele!!!,0.5833333333333334,Positive,0.6
RT @Nigerianscamsss: Brazil saw Mexico having fun in the World Cup and this is what they did to them https://t.co/o0w0kOkjml,0.2,Positive,0.3
Mexico fans have been treating South Korean supporters like royalty after their team helped knock out Germany from… https://t.co/LySwSd8ohs,0.0,Negative,0.0
"RT @jaCkienaVa_: Mexico didn’t lose The World Cup, The World Cup lost Mexico https://t.co/X0wXAVvjhg",0.0,Negative,0.0
"RT @AngelDLC14: Mexico didn’t lose The World Cup, The World Cup lost Mexico https://t.co/R0f8Dvj4nT",0.0,Negative,0.0
Mexico out the World Cup so now I’m excited for some American football,0.375,Positive,0.1875
Football (World Cup) Digest: Round of 16. My thoughts on Day 3 &amp; 4 of #WorldCup Round of 16.  #Bra Mexico  #BEL JPN… https://t.co/yW6lCdjZqA,0.4,Negative,-0.2
"RT @AngelDLC14: Mexico didn’t lose The World Cup, The World Cup lost Mexico https://t.co/R0f8Dvj4nT",0.0,Negative,0.0
"RT @buckytarg: colombia, mexico and argentina after losing in the world cup #ArgColMexParty https://t.co/XrdLIMv80S",0.0,Negative,0.0
RT @jeonswifts: Its better than hearing the power rangers playing. Mexico went and heard Fake Love after advancing once Korea beat Germany.…,0.7000000000000001,Positive,0.16666666666666666
"RT @AngelDLC14: Mexico didn’t lose The World Cup, The World Cup lost Mexico https://t.co/R0f8Dvj4nT",0.0,Negative,0.0
"Mexico World Cup Fixtures, Squad, Group, Guide https://t.co/E0x1oaQFV6",0.0,Negative,0.0
Mexico World Cup 2018 squad list and team guide ' | via @telegraph https://t.co/QiFy6smPwD,0.0,Negative,0.0
RT @jeonswifts: Its better than hearing the power rangers playing. Mexico went and heard Fake Love after advancing once Korea beat Germany.…,0.7000000000000001,Positive,0.16666666666666666
"RT @eventum_network: ⏰ Less than 2 hours to join the next event on Eventum ALPHA: 
https://t.co/PKyJoGurPw ⚽️
Report the first yellow or re…",0.09999999999999999,Positive,0.020833333333333336
"RT @Arsenal__Live: Unai Emery Prepares Shock Deal to Sign Impressive Winger!

Good deal? https://t.co/Z9R2XWtpf9",0.8,Positive,0.85
RT @jeonswifts: Its better than hearing the power rangers playing. Mexico went and heard Fake Love after advancing once Korea beat Germany.…,0.7000000000000001,Positive,0.16666666666666666
"RT @Arsenal__Live: Unai Emery Prepares Shock Deal to Sign Impressive Winger!

Good deal? https://t.co/Z9R2XWtpf9",0.8,Positive,0.85
RT @CrazyinRussia: Mexico fan getting searched before going into the stadium at the World Cup. 😂#WorldCupRussia2018 https://t.co/MlTGxScklF,0.0,Negative,0.0
RT @CrazyinRussia: Mexico fan getting searched before going into the stadium at the World Cup. 😂#WorldCupRussia2018 https://t.co/MlTGxScklF,0.0,Negative,0.0
"RT @jaCkienaVa_: Mexico didn’t lose The World Cup, The World Cup lost Mexico https://t.co/X0wXAVvjhg",0.0,Negative,0.0
RT @jeonswifts: Its better than hearing the power rangers playing. Mexico went and heard Fake Love after advancing once Korea beat Germany.…,0.7000000000000001,Positive,0.16666666666666666
RT @jeonswifts: Its better than hearing the power rangers playing. Mexico went and heard Fake Love after advancing once Korea beat Germany.…,0.7000000000000001,Positive,0.16666666666666666
"RT @AngelDLC14: Mexico didn’t lose The World Cup, The World Cup lost Mexico https://t.co/R0f8Dvj4nT",0.0,Negative,0.0
RT @jeonswifts: Its better than hearing the power rangers playing. Mexico went and heard Fake Love after advancing once Korea beat Germany.…,0.7000000000000001,Positive,0.16666666666666666
"We indeed have a great team that can compete with world powerhouses, but we gotta fix some issues first. And unfort… https://t.co/bLTmYMRQSH",0.5416666666666666,Positive,0.525
I added a video to a @YouTube playlist https://t.co/Zs79PypPf0 Mexico vs Sweden World Cup Live Play Nintendo SNES ISS Soccer,0.5,Positive,0.13636363636363635
"RT @AssistantOzil: Sweden stopped Netherlands from reaching the World Cup.

Sweden stopped Italy from reaching the World Cup.

Sweden won a…",0.0,Negative,0.0
RT @jeonswifts: Its better than hearing the power rangers playing. Mexico went and heard Fake Love after advancing once Korea beat Germany.…,0.7000000000000001,Positive,0.16666666666666666
RT @jeonswifts: Its better than hearing the power rangers playing. Mexico went and heard Fake Love after advancing once Korea beat Germany.…,0.7000000000000001,Positive,0.16666666666666666
"RT @eventum_network: ⏰ Less than 2 hours to join the next event on Eventum ALPHA: 
https://t.co/PKyJoGurPw ⚽️
Report the first yellow or re…",0.09999999999999999,Positive,0.020833333333333336
RT @najar_selena: Hondurans are so pathetic. Crying over Colombia losing but celebrating when Mexico loses. Y’all are acting like y’all don…,0.42500000000000004,Negative,-0.375
